Balaji Warehousing Co Pvt Ltd,,,,,,,,
"Venkus Sadan ,No.610,  2nd Cross,",,,,,,,,
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20,,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41841,,4500.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20 (Tulasa Mohethe),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41842,,4500.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20 (Anitha Suthar).,,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41843,,4500.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20 (Suman Patil),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41844,,4500.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20 (Mangal Patil),,,,,,
09-10-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,41845,,4500.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of SEP-20 (Surekha sathanav),,,,,,
09-10-2020,Cr,Bgm Misc.Income,,,Receipt,5084,2000.00,
,,Being amount Received from  FCI Casual Labour Advance Return 9000-2000=7000,,,,,,
10-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,42044,,3000.00
,,Being the amount paid towards FACT stock loading charges 100mts @ Rs.30/- as per slips enclosed.,,,,,,
10-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,42045,,350.00
,,Being the amount paid to FACT  Railway Afidavit letter Noteis purpose,,,,,,
10-10-2020,Dr,Bgm Pooja Expenses,,,Payment,42046,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
12-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,42304,,600.00
,,Being the amount paid towards FACT stock loading charges 20.000mts @ Rs.30/- as per slips enclosed.,,,,,,
12-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,42306,,3400.00
,,Being the BGM FACT LTPT Balance payment 80mts @ Rs.180/-=14400-11000,,,,,,
13-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,42568,,4230.00
,,Being the amount paid towards FACT stock loading charges 141.000mts @ Rs.30/- as per slips enclosed.,,,,,,
13-10-2020,Dr,Bgm Vehicle Maintenence,,,Payment,42569,,420.00
,,Being the amount paid towards company bike Petrol charges 5.04ltr as per Bill enclosed.,,,,,,
14-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,42740,,3540.00
,,Being the amount paid towards FACT stock loading charges 118.000mts @ Rs.30/- as per slips enclosed.,,,,,,
14-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,42741,,15300.00
,,Being the BGM FACT LTPT Balance payment 235mts @ Rs.180=42300-27000. as per slips enclosed.,,,,,,
15-10-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,5231,60000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
15-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,42965,,2970.00
,,Being the amount paid towards FACT stock loading charges 99.000mts @ Rs.30/- as per slips enclosed.,,,,,,
16-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,43210,,750.00
,,Being the amount paid towards FACT stock loading charges 25.000mts @ Rs.30/- as per slips enclosed.,,,,,,
16-10-2020,Dr,Bgm Postage & Telegram Expenses,,,Payment,43211,,150.00
,,Being CH # paid t/w Bus parcel charges Belgaum to HBL (Hubli) as per details enclosed.,,,,,,
16-10-2020,Dr,Bgm Conveyence Expenses,,,Payment,43212,,440.00
,,Being the amount paid towards local conveyence to Auto Charges Office To FCI Gdn up & down charges 05/10/20 to 16/10/20 Through Umesh as per details enclosed.,,,,,,
16-10-2020,Dr,Bgm Pooja Expenses,,,Payment,43213,,230.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
16-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,43214,,350.00
,,Being the amount paid to Office Printer Tonner Re-Filling charges as per Bill enclosed. Dt.16/10/2020,,,,,,
16-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,43215,,260.00
,,Being the amount paid to Purchase Switch Board for office Use purpose as per Bill enclosed.Dt.16/10/20,,,,,,
16-10-2020,Dr,Bgm Greenstar Tpt Payable 20-21,,,Payment,43216,,870.00
,,Being the TPT Balance Amount FL.No-40444,,,,,,
17-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,43596,,600.00
,,Being the amount paid towards FACT stock loading charges 20.000mts @ Rs.30/- as per slips enclosed.,,,,,,
17-10-2020,Dr,Bgm Fact Stand Expense,,,Payment,43597,,1350.00
,,Being the FACT stock rebaging charges 135 Bags @ Rs.10/- as per details enclosed.,,,,,,
17-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,43598,,14800.00
,,Being the BGM FACT LTPT Balance charges 335mts @ Rs.180/-=60300-45500 as per slips enclosed.,,,,,,
19-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,43779,,750.00
,,Being the amount paid towards FACT stock loading charges 25.000mts @ Rs.30/- as per slips enclosed.,,,,,,
19-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,43780,,350.00
,,Being the amount paid  to Printer Cartidge Tooner Re-Filling charges as per Bill enclosed.,,,,,,
20-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,43933,,450.00
,,Being the amount paid towards FACT stock loading charges 15.000mts @ Rs.30/- as per slips enclosed.,,,,,,
20-10-2020,Dr,Bgm Traveling Expenses,,,Payment,43934,,975.00
,,"Being amount paid t/w Travelling charges for Umesh nandhi BGM office to Bus stand Auto @ Rs.70/-,& BGM to Bijapur @ Rs.245/- & Bus stand to Rh Auto fare @ Rs.60/- & two days allowance at Rs.600/- as per details enclosed.",,,,,,
20-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,43935,,10300.00
,,Being the BGM FACT LTPT Balance charges 160mts @ Rs.180/- =28800-18500 as per slips enclosed.,,,,,,
21-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,44051,,1200.00
,,Being the amount paid towards FACT stock loading charges 40.000mts @ Rs.30/- as per slips enclosed.,,,,,,
22-10-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,5408,20000.00,
,,Being the Cash Withdrawn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
23-10-2020,Dr,Bgm FACT Gh Expenses,,,Payment,44608,,660.00
,,Being the amount paid towards FACT stock loading charges 22.000mts @ Rs.30/- as per slips enclosed.,,,,,,
23-10-2020,Dr,Bgm Vehicle Maintenence,,,Payment,44609,,418.00
,,Being the amount paid towards company bike Petrol charges 5.00ltr as per Bill enclosed.,,,,,,
23-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,44610,,3600.00
,,Being the BGM FACT LTPT Balance payment 20.000mts @ Rs.180/- as per slips enclosed.,,,,,,
23-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,44611,,30310.00
,,Being the amount paid  to FCI Bill Mamul Approval IOC.No.-849/DM/2020-21,,,,,,
23-10-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,44612,,2000.00
,,Being the amount paid  to  Dhasara Festival Fund to Approval mail Dt.23/10/2020 as per details enclosed.,,,,,,
23-10-2020,Dr,Bgm Printing & Stationery,,,Payment,44613,,1682.00
,,Being amount paid t/w to Purchase of Stationery charges Approval IOC.No-849/DM/2020-21 as per Bill enclosed.,,,,,,
24-10-2020,Dr,Bgm Pooja Expenses,,,Payment,44768,,170.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
27-10-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,5532,100000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
27-10-2020,Dr,BGM FCI GH Expense,,,Payment,45008,,11625.00
,,Being the amount paid towards FCI stock Rice unloading charges 4650 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
27-10-2020,Dr,BGM FCI GH Expense,,,Payment,45009,,17715.00
,,Being the amount paid towards FCI stock Rice unloading charges 5905 Bags @ Rs.3.00/- as per details enclosed.,,,,,,
27-10-2020,Dr,BGM FCI GH Expense,,,Payment,45010,,10513.00
,,Being the amount paid towards FCI stock Rice unloading charges 4205 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
27-10-2020,Dr,Bgm Tele Phone Expenses,,,Payment,45011,,500.00
,,Being the Amount paid to Data card Modam Recharge for the month of Sep-2020  as per Bill enclosed.,,,,,,
29-10-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5589,50000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
31-10-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5666,30000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
31-10-2020,Dr,BGM FCI GH Expense,,,Payment,46016,,8943.00
,,Being the amount paid towards FCI stock Rice unloading charges 3577 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
31-10-2020,Dr,BGM FCI GH Expense,,,Payment,46017,,11635.00
,,Being the amount paid towards FCI stock Rice unloading charges 4654 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
31-10-2020,Dr,BGM FCI GH Expense,,,Payment,46018,,9320.00
,,Being the amount paid towards FCI stock Rice unloading charges 3728 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
31-10-2020,Dr,BGM FCI GH Expense,,,Payment,46019,,11325.00
,,Being the amount paid towards FCI stock Rice unloading charges 4530 Bags @ Rs.2.50/- as per details enclosed.,,,,,,
31-10-2020,Dr,BGM FCI GH Expense,,,Payment,46020,,13640.00
,,Being the amount paid towards FCI stock Rice unloading charges 4960 Bags @ Rs.2.75/- as per details enclosed.,,,,,,
31-10-2020,Dr,Bgm Conveyence Expenses,,,Payment,46021,,400.00
,,Being the amount paid towards local conveyence to Auto Charges Our staff 17/10/20 to 31/10/20 loading office to FCI GDN UP & Down through umesh.,,,,,,
31-10-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,46022,,700.00
,,Being the BGM FACT LTPT Balance charges 150mts @ Rs.180/-=2700-2000=700 as per slips enclosed.,,,,,,
31-10-2020,Dr,Bgm Pooja Expenses,,,Payment,46023,,100.00
,,Being the amount paid towards Pooja expense charges for office,,,,,,
31-10-2020,Dr,Bgm Postage & Telegram Expenses,,,Payment,46024,,530.00
,,Being CH # paid t/w Bus parcel charges Belgaum to Banglore .& Hamli charges as per bill enclosed.INV.No-2299322645.,,,,,,
06-11-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,5803,100000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
06-11-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,5804,100000.00,
,,Being the Cash Withdrawn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
06-11-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5805,100000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
06-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47472,,17300.00
,,Being the amount paid towards FACT stock unloading charges 346.000mts @ Rs.50/- as per slips enclosed.,,,,,,
06-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47473,,6000.00
,,Being the amount paid towards FACT stock unloading charges 120.000mts @ Rs.50/- as per slips enclosed.,,,,,,
06-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47474,,6500.00
,,Being the amount paid towards FACT stock unloading charges 130.000mts @ Rs.50/- as per slips enclosed.,,,,,,
06-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47475,,6500.00
,,Being the amount paid towards FACT stock unloading charges 130.000mts @ Rs.50/- as per slips enclosed.,,,,,,
07-11-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5835,40000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
07-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47852,,7800.00
,,Being the amount paid towards FACT stock unloading charges 156.000mts @ Rs.50/- as per slips enclosed.,,,,,,
07-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47853,,10445.00
,,Being the amount paid towards FACT stock unloading charges 208.900mts @ Rs.50/- as per slips enclosed.,,,,,,
07-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,47854,,9990.00
,,Being the amount paid towards FACT stock unloading charges 199.800mts @ Rs.50/- as per slips enclosed.,,,,,,
07-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,47855,,150500.00
,,Being the BGM FACT LTPT Advance Charges 1290.700mts  as per slips enclosed.,,,,,,
09-11-2020,Cr,Happay Card BGM (Umesh Nandi)-146523/173006,,,Receipt,5874,70000.00,
,,Being the Cash Withdrawn through  happay card (Mr.Umesh Nandi) for BGM Branch exp,,,,,,
09-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,48230,,1290.00
,,Being the amount paid towards FACT stock Loading charges 43.000mts @ Rs.30/- as per slips enclosed.,,,,,,
09-11-2020,Dr,Bgm Vehicle Maintenence,,,Payment,48231,,418.00
,,Being the amount paid towards company bike Petrol charges 5.00ltr as per Bill enclosed.,,,,,,
09-11-2020,Dr,Bgm Fact RH Expenses,,,Payment,48232,,15126.00
,,"Being the amount paid towards FACT Rake Handling charges 1310.700mts.No of wagons-21BCNA, Rake palcement as on 06/11/2020. as per Statement enclosed.",,,,,,
09-11-2020,Dr,Bgm Fact RH Expenses,,,Payment,48233,,19412.00
,,"Being the amount paid towards FACT Rake Handling charges 1310.700mts.No of wagons-21BCNA, Rake palcement as on 06/11/2020. as per Statement enclosed.",,,,,,
09-11-2020,Dr,Bgm Fact RH Expenses,,,Payment,48234,,15402.00
,,"Being the amount paid towards FACT Rake Handling charges 1310.700mts.No of wagons-21BCNA, Rake palcement as on 06/11/2020. as per Statement enclosed.",,,,,,
09-11-2020,Dr,Bgm Fact RH Expenses,,,Payment,48235,,19000.00
,,"Being the amount paid towards FACT Rake Handling charges 1310.700mts.No of wagons-21BCNA, Rake palcement as on 06/11/2020. as per Statement enclosed.",,,,,,
09-11-2020,Dr,Bgm Fact RH Expenses,,,Payment,48236,,7548.00
,,"Being the amount paid towards FACT Rake Handling charges 1310.700mts.No of wagons-21BCNA, Rake palcement as on 06/11/2020. as per Statement enclosed.",,,,,,
10-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,48509,,16302.00
,,Being the BGM FACT LTPT Balance charges 298.900mts as per slips enclosed.,,,,,,
10-11-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,48510,,320.00
,,"Being the amount paid  to  Plastic cover ,Clothes purpose of Labour packing purpose as per bill enclosed.Dt.10/10/2020.",,,,,,
10-11-2020,Dr,Bgm Pooja Expenses,,,Payment,48511,,420.00
,,Being the amount paid towards Pooja expense for Dhasara festival purpose.,,,,,,
11-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,48789,,1320.00
,,Being the amount paid towards FACT stock Loading charges 44.000mts @ Rs.30/- as per slips enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48790,,7000.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of OCT-2020.(Maruthi Kambli),,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48791,,7000.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of OCT-2020.(Jothiba Lohar).as details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48792,,7000.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of OCT-2020.(Manohar Patil).as details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48793,,7000.00
,,Being the Amount paid to FCI GDN  Casual Labour salary for the month of OCT-2020.(Karan Zangrucha).as details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48794,,7000.00
,,Being the Amount paid to FCI GDN  QC Labour salary for the month of OCT-2020 (Parshram kolkar) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48795,,7000.00
,,Being the Amount paid to FCI GDN  QC Labour salary for the month of OCT-2020 (Rajesh kolkar) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48796,,4500.00
,,Being the Amount paid to FCI GDN  Casual labour salary for the Month of OCT-2020(suman Patil) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48797,,4500.00
,,Being the Amount paid to FCI GDN  Casual labour salary for the Month of OCT-2020(Anitha Suthar) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48798,,4500.00
,,Being the Amount paid to FCI GDN  Casual labour salary for the Month of OCT-2020(Tulasa Mohite) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48799,,4500.00
,,Being the Amount paid to FCI GDN  Casual labour salary for the Month of OCT-2020(Laxmi Pujari) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,48800,,4500.00
,,Being the Amount paid to FCI GDN  Casual labour salary for the Month of OCT-2020(Mangal Patil) as per details enclosed.,,,,,,
11-11-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,48801,,1260.00
,,Being the amount paid towards  FCI staff Tea expenses charges from 01/11/2020 to 11/11/2020. 09Days @ Rs.140/-,,,,,,
11-11-2020,Cr,Bgm Misc.Income,,,Receipt,5966,2000.00,
,,Being amount Received from  FCI Casual Labour Advance Return 7000-2000=5000 as per details enclosed.,,,,,,
12-11-2020,Dr,Bgm Traveling Expenses,,,Payment,48960,,1873.00
,,"Being amount paid t/w Travelling charges for Hubbali to Belagavi FACT Rake purpose.Dt.06/11/2020. Hubballi to BWC APMC Belagavi, Car expenses 296Kms @ Rs.4.60/- & Allowance charges as per Slips enclosed.(VijayRaj).",,,,,,
12-11-2020,Dr,Bgm Traveling Expenses,,,Payment,48961,,250.00
,,Being amount paid t/w Travelling charges for Hubbali to Belagavi FACT Rake purpose.Dt.06.11.2020 as per slips enclosed.(Girisha),,,,,,
12-11-2020,Dr,Bgm Traveling Expenses,,,Payment,48962,,250.00
,,Being amount paid t/w Travelling charges for Hubbali to Belagavi FACT Rake purpose.Dt.06.11.2020 as per slips enclosed.(Yallappagowda.KN) car charges & Allowance charges as per slips enclosed,,,,,,
12-11-2020,Dr,Bgm Postage & Telegram Expenses,,,Payment,48963,,150.00
,,Being the Amount paid to BUS Parcel charges to Hubbli To Bijapura as per details enclosed.,,,,,,
12-11-2020,Dr,Bgm Godown Maintenence Wages,,,Payment,48964,,2000.00
,,Being the amount paid towards Godown Cleaning charges for the month of OCT-2020 (Balu patil) as per details enclosed.,,,,,,
12-11-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,48965,,41666.00
,,Being the amount paid to FCI Bill Mamul charges Approval Ioc.no-107/DM/2020-21 as per details enclosed.,,,,,,
12-11-2020,Dr,"Bgm Fact Rh Other Expenses Payable 20-21
",,,Payment,48966,,49154.00
,,Being the amount paid towards FACT Rake RH & others expenses charges Approval Ioc No.107/DM/2020-21 as per details enclosed.,,,,,,
13-11-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,5991,75000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
14-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,49318,,19300.00
,,Being amount paid t/w FCI RH OTHERS Expenses approval IOC No:-1100/DM/2020-21 .Rake placed on-28.08.2020,,,,,,
14-11-2020,Dr,Bgm Pooja Expenses,,,Payment,49319,,440.00
,,Being the amount paid towards Pooja expense for Deepavali as per details enclosed.,,,,,,
14-11-2020,Dr,Bgm Conveyence Expenses,,,Payment,49320,,440.00
,,Being the amount paid towards local conveyence to Auto Charges our staff office to FCI GDN up & down 01/11/2020 to 14/11/2020 .11days through umesh as per details enclosed,,,,,,
14-11-2020,Dr,Haveri Branch,,,Payment,49321,,1000.00
,,Being the Amount paid Haveri branch for KA02AF7589 driver Advance.purpose as per details enclosed.,,,,,,
14-11-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,49322,,110.00
,,Being the amount paid to Purchaseing LED Bulbs for Godown & Office purpose as per details enclosed.,,,,,,
17-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,49709,,15176.00
,,Being the BGM FACT LTPT Balance charges 198.200mts as per slips enclosed.,,,,,,
18-11-2020,Cr,Happay Card BGM (C Ramesh)-146524,,,Receipt,6121,30000.00,
,,Being the Cash Withdrawn through . Happay card ( C Ramesh ) BGM branch expenses purpose,,,,,,
18-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,49878,,1200.00
,,Being the amount paid towards FACT stock Loading charges 40.000mts @ Rs.30/- as per slips enclosed.,,,,,,
18-11-2020,Dr,BGM FCI GH Expense,,,Payment,49879,,4028.00
,,Being the amount paid towards FCI stock loading charges 2120Bags @ Rs.1.90/- as per details enclosed.,,,,,,
18-11-2020,Dr,Bgm Fci Gdn Maintenance Wages,,,Payment,49880,,2500.00
,,Being the Amount paid to FCI Stock Covering charges 5Cover @ Rs.500/- as per details enclosed.,,,,,,
18-11-2020,Dr,Bgm Vehicle Maintenence,,,Payment,49881,,430.00
,,Being the amount paid towards company bike Petrol charges 5.14ltr as per Bill enclosed.Dt.18/11/2020.,,,,,,
18-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,49882,,9700.00
,,Being the BGM FACT LTPT Balance charges 165.000mts as per slips enclosed.,,,,,,
19-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,50057,,1110.00
,,Being the amount paid towards FACT stock Loading charges 37.000mts @ Rs.30/- as per slips enclosed.,,,,,,
19-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,50058,,8000.00
,,Being the BGM FACT LTPT Balance charges 125.000mts as per slips enclosed.,,,,,,
20-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,50213,,750.00
,,Being the amount paid towards FACT stock Loading charges 25.000mts @ Rs.30/- as per slips enclosed.,,,,,,
20-11-2020,Dr,Bgm Tele Phone Expenses,,,Payment,50214,,600.00
,,Being the Amount paid to office telephone bill & Internet charges for the Month of OCT-2020 as per Bill enclosed.,,,,,,
21-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,50440,,720.00
,,Being the amount paid towards FACT stock Loading charges 24.000mts @ Rs.30/- as per slips enclosed.,,,,,,
21-11-2020,Dr,Bgm Pooja Expenses,,,Payment,50441,,100.00
,,Being the amount paid towards Pooja expenses,,,,,,
23-11-2020,Dr,Bgm Office Maintenence Expenes,,,Payment,50678,,2000.00
,,Being the amount paid towards Labour Entorcement officer Approval IOC.No-1145/DM/2020-21 as per deatils enclosed.,,,,,,
23-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,50679,,21148.00
,,Being the BGM FACT LTPT Balance charges 328.600mts as per slips enclosed.,,,,,,
24-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,50957,,13400.00
,,"Being amount paid t/w FCI RH OTHERS Expenses approval  Ref.No-1151/DM/2020-21, IOC.No-69/26.09.2020.Rake placement on-25/09/2020. as per details enclosed.",,,,,,
24-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,50958,,24300.00
,,"Being amount paid t/w FCI RH OTHERS Expenses approval  Ref.No-1151/DM/2020-21, IOC.No-72/02.10.2020.Rake placement on-01/10/2020. as per details enclosed.",,,,,,
24-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,50959,,23470.00
,,"Being amount paid t/w FCI RH OTHERS Expenses approval  Ref.No-1151/DM/2020-21, IOC.No-81/02.11.2020.Rake placement on-31/10/2020. as per details enclosed.",,,,,,
24-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,50960,,16620.00
,,"Being amount paid t/w FCI RH OTHERS Expenses approval  Ref.No-1151/DM/2020-21, IOC.No-79/29.10.2020.Rake placement on-27/10/2020. as per details enclosed.",,,,,,
24-11-2020,Dr,"Bgm  Fci  Rh Other Expenses Payable 20-21
",,,Payment,50961,,19700.00
,,"Being amount paid t/w FCI RH OTHERS Expenses approval  Ref.No-1151/DM/2020-21, IOC.No-68/25.09.2020.Rake placement on-24/09/2020. as per details enclosed.",,,,,,
24-11-2020,Dr,Bgm Fci Godown Maintenance,,,Payment,50962,,1400.00
,,Being the amount paid towards  FCI staff Tea expenses charges from 12/11/20 to 24/11/2020 .as per details enclosed,,,,,,
24-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,50963,,600.00
,,Being the amount paid towards FACT stock Loading charges 20.000mts @ Rs.30/- as per slips enclosed.,,,,,,
25-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,51230,,450.00
,,Being the amount paid towards FACT stock Loading charges 15.000mts @ Rs.30/- as per slips enclosed.,,,,,,
26-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,51366,,1050.00
,,Being the amount paid towards FACT stock Loading charges 35.000mts @ Rs.30/- as per slips enclosed.,,,,,,
27-11-2020,Dr,BGM FCI GH Expense,,,Payment,51468,,1596.00
,,Being the amount paid towards FCI stock Loading charges 840Bags @ Rs.1.90/- as per details enclosed.,,,,,,
28-11-2020,Cr,Bgm Misc.Income,,,Receipt,6359,18000.00,
,,Being amount Received from  Company Truck Ex-Freight 10000+8000=18000/- as per deatils enclosed.,,,,,,
28-11-2020,Dr,TN 18 AA 6778 Truck Expenses,,,Payment,51642,,4900.00
28-11-2020,Dr,KA 02 AF 7593 Truck Expenses,,,Payment,51643,,15053.00
,,Company Truck Expenses,,,,,,
,,Diesel Charges,10728.00 Dr,,,,,
,,Loading & Unloading Charges,2075.00 Dr,,,,,
,,P C Charges,200.00 Dr,,,,,
,,Other Expenes Trucks,2050.00 Dr,,,,,
,,Being the Amount paid towards company truck maintainence charges as per bill enclosed.,,,,,,
28-11-2020,Dr,Haveri Branch,,,Payment,51644,,8000.00
,,Being the Amount paid Haveri branch for KA02AF7583 driver Advance.purpose as per details enclosed.,,,,,,
28-11-2020,Dr,Bgm Pooja Expenses,,,Payment,51645,,100.00
,,Being the amount paid towards Pooja expenses for office.,,,,,,
28-11-2020,Dr,Bgm Fact Ltpt Payable 20-21,,,Payment,51646,,5600.00
,,Being the BGM FACT LTPT Balance charges 120.000mts as per slips enclosed.,,,,,,
28-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,51647,,120.00
,,Being the amount paid towards FACT stock Loading charges 4.000mts @ Rs.30/- as per slips enclosed.,,,,,,
30-11-2020,Dr,Bgm FACT Gh Expenses,,,Payment,51942,,150.00
,,Being the amount paid towards FACT stock Loading charges 5.000mts @ Rs.30/- as per slips enclosed.,,,,,,
04-12-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,6531,30000.00,
,,Being the Cash Withdraewn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
05-12-2020,Cr,Happay Card BGM (L Subhash)-172985,,,Receipt,6548,150000.00,
,,Being the Cash Withdraewn through  Happay card (Mr. Lumani Subhash)for BGM Branch Exp,,,,,,
